Job ID,Job Link,Resume Tried,Date listed,Date Tried,Assumed Reason,Stack Trace,External Job link,Screenshot Name
4339207359,https://www.linkedin.com/jobs/view/4339207359,resume.pdf,Unknown,2025-12-02 16:42:16.665456,Problem in Easy Applying,Failed to click Submit application 😑,Easy Applied,Not Available
4311720804,https://www.linkedin.com/jobs/view/4311720804,resume.pdf,Unknown,2025-12-02 16:46:29.120516,Problem in Easy Applying,Failed to click Submit application 😑,Easy Applied,Not Available
4311720804,https://www.linkedin.com/jobs/view/4311720804,resume.pdf,Unknown,2025-12-02 16:51:50.912838,Problem in Easy Applying,Failed to click Submit application 😑,Easy Applied,Not Available
4311720804,https://www.linkedin.com/jobs/view/4311720804,resume.pdf,Unknown,2025-12-02 16:55:39.621806,Problem in Easy Applying,Failed to click Submit application 😑,Easy Applied,Not Available
4311720804,https://www.linkedin.com/jobs/view/4311720804,resume.pdf,Unknown,2025-12-02 17:00:54.336984,Problem in Easy Applying,Failed to click Submit application 😑,Easy Applied,Not Available
4311720804,https://www.linkedin.com/jobs/view/4311720804,resume.pdf,Unknown,2025-12-02 17:04:35.556342,Problem in Easy Applying,Failed to click Submit application 😑,Easy Applied,Not Available
4311720804,https://www.linkedin.com/jobs/view/4311720804,resume.pdf,Unknown,2025-12-02 17:27:17.221271,Problem in Easy Applying,Failed to click Submit application 😑,Easy Applied,Not Available
4341071996,https://www.linkedin.com/jobs/view/4341071996,resume.pdf,,2025-12-02 17:53:20.391665,Problem in Easy Applying,Failed to click Submit application 😑,Easy Applied,Not Available
4341071996,https://www.linkedin.com/jobs/view/4341071996,resume.pdf,,2025-12-02 18:00:30.616212,Problem in Easy Applying,Failed to click Submit application 😑,Easy Applied,Not Available
4341021860,https://www.linkedin.com/jobs/view/4341021860,Pending,Unknown,2025-12-02 18:00:39.463468,Found Blacklisted words in About Company,Failed to find an element with given classes,Skipped,Not Available
4340033566,https://www.linkedin.com/jobs/view/4340033566,resume.pdf,,2025-12-02 18:06:27.366374,Problem in Easy Applying,Failed to click Submit application 😑,Easy Applied,Not Available
4348206228,https://www.linkedin.com/jobs/view/4348206228,resume.pdf,,2025-12-03 22:03:56.600722,Problem in Easy Applying,Failed to click Submit application 😑,Easy Applied,Not Available
4341021860,https://www.linkedin.com/jobs/view/4341021860,Pending,,2025-12-03 22:19:18.424894,Found a Bad Word in About Job,"
Sobre a vaga
Desenvolvedor Full Stack 
Estamos em busca de um profissional com forte capacidade técnica para projetar e implementar soluções robustas de backend, banco de dados e visualização de dados em ambiente web.

Responsabilidades – Backend & Banco de Dados

Projetar e implementar banco de dados PostgreSQL ou MySQL preparado para alto volume.
Criar rotinas de ingestão de dados via upload de arquivos CSV de grande porte.
Desenvolver APIs REST para consumo seguro e eficiente dos dados.
Garantir integridade, performance e governança dos dados.

Responsabilidades – Frontend & Visualização
Construir portal web responsivo para visualização e exploração dos dados.
Desenvolver dashboards, gráficos e relatórios interativos.
Criar experiência intuitiva para navegação em grandes volumes de informação.

 Segurança & Automação
Implementar autenticação e autorização (login, senha, níveis de acesso).
Desenvolver funcionalidade para envio automático de relatórios por e-mail, com programação flexível.
Documentar o código e manter arquitetura modular, visando escalabilidade e evolução.

 Requisitos Técnicos

Experiência sólida com Python (FastAPI ou Django), PHP ou JavaScript.
Forte domínio em PostgreSQL ou MySQL: modelagem, otimização, índices, queries complexas.
Experiência com ingestão e parsing de dados CSV em grande volume.
Construção de APIs REST.
Experiência com React + TypeScript para desenvolvimento frontend.
Experiência com bibliotecas de visualização de dados (ECharts, Recharts, ApexCharts, AG Grid, etc).
Conhecimento em Docker e Git.
Experiência com autenticação baseada em tokens (JWT, OAuth, etc).

Contains bad word ""PHP"". Skipping this job!
",Skipped,Not Available
4229334006,https://www.linkedin.com/jobs/view/4229334006,Previous resume,,2025-12-03 22:23:55.054263,Problem in Easy Applying,Failed to click Submit application 😑,Easy Applied,Not Available
4341021860,https://www.linkedin.com/jobs/view/4341021860,Pending,,2025-12-03 22:26:49.552781,Found a Bad Word in About Job,"
Sobre a vaga
Desenvolvedor Full Stack 
Estamos em busca de um profissional com forte capacidade técnica para projetar e implementar soluções robustas de backend, banco de dados e visualização de dados em ambiente web.

Responsabilidades – Backend & Banco de Dados

Projetar e implementar banco de dados PostgreSQL ou MySQL preparado para alto volume.
Criar rotinas de ingestão de dados via upload de arquivos CSV de grande porte.
Desenvolver APIs REST para consumo seguro e eficiente dos dados.
Garantir integridade, performance e governança dos dados.

Responsabilidades – Frontend & Visualização
Construir portal web responsivo para visualização e exploração dos dados.
Desenvolver dashboards, gráficos e relatórios interativos.
Criar experiência intuitiva para navegação em grandes volumes de informação.

 Segurança & Automação
Implementar autenticação e autorização (login, senha, níveis de acesso).
Desenvolver funcionalidade para envio automático de relatórios por e-mail, com programação flexível.
Documentar o código e manter arquitetura modular, visando escalabilidade e evolução.

 Requisitos Técnicos

Experiência sólida com Python (FastAPI ou Django), PHP ou JavaScript.
Forte domínio em PostgreSQL ou MySQL: modelagem, otimização, índices, queries complexas.
Experiência com ingestão e parsing de dados CSV em grande volume.
Construção de APIs REST.
Experiência com React + TypeScript para desenvolvimento frontend.
Experiência com bibliotecas de visualização de dados (ECharts, Recharts, ApexCharts, AG Grid, etc).
Conhecimento em Docker e Git.
Experiência com autenticação baseada em tokens (JWT, OAuth, etc).

Contains bad word ""PHP"". Skipping this job!
",Skipped,Not Available
4340927847,https://www.linkedin.com/jobs/view/4340927847,Pending,,2025-12-03 22:28:14.398384,Found a Bad Word in About Job,"
Sobre a vaga
Atividades:

Desenvolver aplicações utilizando Node.js, PHP, React ou React Native;
Projetar, construir e manter APIs robustas e escaláveis;
Contribuir para as definições e evoluções da arquitetura dos sistemas, com foco em escalabilidade, segurança e performance;
Criar e otimizar consultas SQL complexas, garantindo eficiência e integridade dos dados;
Identificar e implementar melhorias de performance em aplicações existentes;
Promover boas práticas de desenvolvimento, padrões de código e revisões técnicas;
Compartilhar conhecimento e apoiar o desenvolvimento técnico do time;
Trabalhar com arquitetura em nuvem (AWS), incluindo integração e manutenção de serviços.

Requisitos:

Formação superior completa em Ciência da Computação, Engenharia de Software, Sistemas de Informação, Análise e Desenvolvimento de Sistemas ou áreas correlatas;
Experiência sólida em desenvolvimento full stack;
Domínio de Node.js e/ou PHP no backend;
Experiência com React ou React Native no frontend;
Conhecimento em bancos de dados relacionais (MySQL, PostgreSQL);
Experiência com AWS (EC2, S3, Lambda, etc.).

Local: Alphaville, Barueri/SP
Horário: 08h00 às 17h00, com 01h00 de almoço
Modalidade: Híbrida (Presencial 2x na semana)
Benefícios: Vale Refeição, Vale Transporte ou auxílio combustível, Plano Odontológico, Seguro de Vida, TotalPass, Day Off + Livro de Aniversário.

Contains bad word ""PHP"". Skipping this job!
",Skipped,Not Available
4341582890,https://www.linkedin.com/jobs/view/4341582890,Pending,,2025-12-03 22:31:04.142445,Found a Bad Word in About Job,"
Sobre a vaga
A QualiIT é uma empresa de tecnologia voltada para soluções nos principais ERP’s do mercado. Prestamos serviços de implantação, consultoria, desenvolvimento, alocação de profissionais, focando no resultado e processos de nossos clientes.

Aqui, acreditamos que inovação nasce da parceria entre talentos e propósito.
Se você é apaixonado(a) por tecnologia, desafios e aprendizado constante, vem crescer com a gente!

Faça parte de uma empresa que conecta pessoas e tecnologia para gerar resultados reais!

Confira abaixo a vaga disponível e venha fazer parte dessa história.

Responsabilidades

Desenvolver aplicações web escaláveis utilizando .NET/C# e frameworks modernos de front-end (React, Angular ou Vue).
Integrar APIs RESTful e serviços em nuvem (AWS e Azure).
Implementar e manter bancos de dados relacionais e não relacionais (SQL Server, PostgreSQL, MongoDB, DynamoDB).
Automatizar pipelines CI/CD com GitHub Actions, Azure DevOps ou AWS CodePipeline.
Escrever e manter testes unitários e de integração.
Participar de code reviews, definição de padrões de arquitetura e melhores práticas de desenvolvimento.
Desenvolver e dar manutenção em módulos PHP, garantindo compatibilidade com APIs e integrações legadas.
Utilizar ferramentas inteligentes de desenvolvimento, como Cursor, GitHub Copilot e extensões de IA, para aumentar produtividade e qualidade de código.

Requisitos

Graduação em Ciência da Computação, Engenharia de Software, Sistemas de Informação ou áreas correlatas.
C# / .NET 6+ para desenvolvimento de APIs e aplicações web.
Frameworks front-end (React, Angular ou Vue).
PHP para manutenção de sistemas ou integrações legadas.
Bancos de dados relacionais (SQL Server, PostgreSQL) e NoSQL (MongoDB, DynamoDB).
Ambientes cloud: AWS (Lambda, S3, API Gateway, ECS) e Azure (App Service, Functions, Storage).
CI/CD: GitHub Actions, Azure DevOps Pipelines ou AWS CodePipeline.
Containerização: Docker e Docker Compose.
Ferramentas de IA: Cursor, GitHub copilot e OpenAI codex.
Experiência em monitoramento e observabilidade (CloudWatch, Application Insights, Prometheus).

Diferencial

Conhecimento em plataformas (N8n, Dify).
Experiência em monitoramento e observabilidade (CloudWatch, Application Insights, Prometheus).
Conhecimentos em segurança de APIs (JWT, OAuth2, OpenID Connect).

Contains bad word "".NET"". Skipping this job!
",Skipped,Not Available
4336963445,https://www.linkedin.com/jobs/view/4336963445,Pending,,2025-12-03 22:37:10.831462,Found a Bad Word in About Job,"
Sobre a vaga
Somos um time inquieto, criativo e movido por tecnologia. Aqui na Webmotors, inovação não é só discurso — é prática. Somos apaixonados por resolver problemas complexos com soluções escaláveis, modernas e que geram impacto real na vida das pessoas.

Queremos sempre trabalhar com as melhores tecnologias do mercado, promovendo um ambiente onde a experimentação é bem-vinda, as boas práticas são incentivadas e a colaboração é parte do nosso DNA. Nossa missão é clara: acelerar a evolução da mobilidade por meio da tecnologia, com protagonismo e excelência em cada entrega.

Na Webmotors, você vai encontrar liberdade para inovar, autonomia para tomar decisões técnicas e espaço para construir algo grande — sempre com leveza, propósito e pessoas incríveis ao seu lado.

Se você é apaixonado por tecnologia, acredita no seu poder transformador e quer deixar sua marca em um ambiente dinâmico e desafiador, vem acelerar com a gente.

Somos CAR Group. Somos Santander. Somos Webmotors! E estamos prontos para pilotar essa transformação com você.

Vem com a gente fazer parte de algo grandioso!
#SejaParteImportanteDeAlgoGrandioso #BeABigPartOfSomethingBig



Responsabilidades e atribuições: 
· Desenvolvimento de novas aplicações;
· Desenvolvimento de novas funcionalidades do(s) produto(s) do time;
· Manutenção e evolução de aplicações existentes;
· Monitoramento do produto;
· Desenvolvimento pensando nas boas práticas de desenvolvimento, escalabilidade, segurança e performance com auxilio do time;
· Realizar CodeReview;
· Atuar em equipes multidisciplinares;
· Se envolver nas principais atividades do time;
· Conhecer as necessidades dos clientes alinhado com as atividades do dia a dia;
· Se comunicar de forma clara, saber se expressar, inteligível, fazer com que os interlocutores entendam;
· Demonstrar senso crítico técnico e de processos/comportamental;
· Bom relacionamento, postura profissional;
· Flexível e aberto a mudanças (processos, time, código);
· Proatividade e senso de urgência para resolver os problemas.


Requisitos e qualificações: 
· Conhecimento intermediário em lógica de programação;
· Conhecimento intermediário em linguagens de programação (C#, .Net Core, Node);
· Conhecimento básico em Cloud (AWS: CloudFront, CloudFormation, EC2, ECS, S3, SQS/SNS, API Gateway e Lambda);
· Conhecimento intermediário de querys, para aplicação performática e escalável (Uso de join correto, substituição de subselects e etc);
· Conhecimento básico de testes de aplicação (TDD, BDD, testes unitários);
· Conhecimento básico em aplicações de monitoria e observabilidade (Datadog);
· Utilização de metodologias ágeis (Scrum, Kanban).


Acreditamos que a verdadeira transformação só acontece quando diferentes histórias, olhares e trajetórias se encontram. Por isso, valorizamos e promovemos um ambiente diverso, seguro e inclusivo, onde todas as pessoas possam ser quem são — com autonomia, respeito e pertencimento. 

Nosso modelo de trabalho é híbrido, com três dias presenciais por semana na sede do Santander, na Vila Olímpia. Um espaço colaborativo, moderno e cheio de conexões — onde ideias ganham velocidade e pessoas impulsionam o futuro. 

Benefícios que fazem a jornada valer a pena 🚗💨 
Na Webmotors, acreditamos que cuidar das nossas pessoas é o primeiro passo para acelerar grandes transformações. Por isso, oferecemos um pacote de benefícios pensado para apoiar sua saúde, bem-estar, desenvolvimento e qualidade de vida — dentro e fora do trabalho. 

Confira tudo o que você encontra por aqui: 
💵 Bônus anual de acordo com seu desenvolvimento 
🏥 Assistência médica 
🏥 Assistência odontológica 
🍽️ Vale Refeição
🛒 Vale Alimentação 
👶 Auxílio Creche ou Babá 
👨 👧 Licença maternidade e paternidade estendida, inclusive em casos de adoção 
💰 Adiantamento do 13º salário em maio, para quem já estava com a gente até 31/12 do ano anterior 
🎉 Day-Off de aniversário: um dia de folga para celebrar como quiser 
💪 Gympass e TotalPass: para cuidar da saúde física e mental 
💼 Seguro de Vida 
💡 PAP – Programa de Apoio Pessoal (Auster): com suporte gratuito em psicologia, nutrição, enfermagem, serviço social, jurídico e financeiro 
🎟️ Credencial SESC: acesso a programas de lazer, cultura, saúde e muito mais 
🏷️ Parcerias Santander: descontos em viagens, restaurantes, teatros, cinemas, academias e outros 
🚘 70% de desconto para anunciar seu carro no site da Webmotors 
🌟 Programa Indicação Top: indique talentos e seja reconhecido se eles forem contratados e aprovados na experiência 
 
Se identificou com esse jeito de cuidar de gente e de crescer com consistência? 
Então vem acelerar com a gente.

Contains bad word "".NET"". Skipping this job!
",Skipped,Not Available
4336767396,https://www.linkedin.com/jobs/view/4336767396,Pending,,2025-12-03 22:39:48.840316,Found a Bad Word in About Job,"
Sobre a vaga
🚀 Vem ser Mouts! Estamos com oportunidade para Engenheiro(a) de Dados e Software Sênior – 100% Remoto 💻

Na Mouts, entregamos soluções personalizadas que impulsionam a transformação digital de forma ágil e eficaz. Acreditamos que a tecnologia é um agente de inovação, e queremos pessoas que compartilhem desse propósito: melhorar a vida das pessoas de forma descomplicada.

📍 Modelo de atuação: Remoto
🌐 Conheça mais sobre a Mouts: mouts.info

Sobre a vaga:
Você fará parte de um time novo, com foco em iniciativas de inovação com IA generativa, voltadas inicialmente para a área de People (engajamento e redução de turnover). Em seguida, o escopo será expandido para outras áreas estratégicas.
A atuação será dividida entre engenharia de dados (50%) e desenvolvimento com Python e/ou .NET (50%).

Requisitos principais:
Proficiência em Azure Data Factory, Databricks (PySpark) e Apache Airflow
Experiência avançada em Python, automações e integração com APIs
Conhecimento em JavaScript/TypeScript, desenvolvimento de APIs (REST/GraphQL) e microserviços
Prática com CI/CD, Docker, Kubernetes e versionamento com Git
Experiência com N8N, CrewIA, LangChain, além de integração com IA generativa (OpenAI APIs)
Conhecimento sólido em bancos SQL (PostgreSQL, SQL Server) e NoSQL (CosmosDB, MongoDB)

Diferenciais:
Arquitetura escalável e práticas modernas (Clean Code, DDD, SOLID)
Experiência com frameworks como FastAPI, Flask, Express ou .NET
Vivência com ferramentas low-code/no-code para automações

Aqui na Mouts, você também encontra:
Programa de indicação premiada (profissionais e clientes)
Convênio com plataforma de curso de inglês
Gestão próxima, descomplicada e acessível
Comunicação transparente com todos os níveis da empresa

Se você quer fazer parte de um time que acredita em inovação real e aplicada com tecnologia de ponta, vem conversar com a gente! 💚

#vaga #engenhariadedados #softwareengineer #vagasremotas #mouts #techjobs #oportunidade #databricks #pyspark #python #dotnet #n8n #ia #automação

Contains bad word "".NET"". Skipping this job!
",Skipped,Not Available
4348013158,https://www.linkedin.com/jobs/view/4348013158,Pending,,2025-12-03 22:44:02.136761,Found a Bad Word in About Job,"
Sobre a vaga
Required Skills:

· Experience with Python and libraries such as Selenium, openpyxl, Jira Atlassian (Scrum, Kanban), Pandas, , mostly related to data manipulation, statistics and business analysis or others depending on the project.
· Experience with Office 365 tools (Power BI, Power Apps, Power Automate).
· Experience with SQL applied in business contexts with Microsoft Azure.
· Experience with VBA.
· Experience with PHP, MySQL, Javascript, HTML5, AJAX, JSON, agile methodologies.
· Experience with APIs and system integration.
· Experience with SQL and MySQL databases.
· Knowledge of version control systems, such as Git.
· Ability to solve performance and scalability issues.

Qualifications and Experience:

· Bachelor's degree in Computer Science, Software Engineering, Data Science or related fields.
· Familiarity with agile methodologies (Scrum, Kanban).

Differentials:

· Experience in Machine Learning, Artificial Intelligence, or Big Data.
· Knowledge in cloud computing (AWS, Google Cloud, Azure).

Contains bad word ""PHP"". Skipping this job!
",Skipped,Not Available
4339267709,https://www.linkedin.com/jobs/view/4339267709,Pending,,2025-12-03 22:46:33.954932,Required experience is high,"
Sobre a vaga
Your connection with Aubay starts in the following lines:
Aubay Portugal is a multinational French company, in Portugal since 2007. We have offices in Lisbon and Oporto and we are a specialized consultant in Management, Implementation, Development and Maintenance of Information Systems. We have more than 150 active partners and we operate in sectors such as banking, insurance, telecommunications, services, energy and transports.

What are we looking for?
4+ years of proven experience with Python deployment;
Experience FastAPI, Cloud and Kubernetes;
API and microservices knowledge;
Fluency in English (B2+ mandatory).

What do we have to offer you?
Health Insurance;
Feedback&Coffee – the system that includes Aubay’s Performance Management Cycle, with regular moments of feedback and the Career Progression Model;
Working model: hybrid in Portugal;
A Training Academy designed to think of you and your needs. You can count on technical and behavioural training sessions (e-Learning and classroom), Meet&Techs, Webinars and Mentoring;
Events and Teambuildings.

What makes us different?
Our organizational culture is based on values such as transparency, team spirit, regular feedback and continuous learning;
Reference prizes and birthday present;
We don’t have a dress code;
We know your name and all address each other informally;
You will grow in good company.Isn’t this one of the ways in which to develop professionally?

If we got your attention, we now hope to spark your enthusiasm. Ready for the first phase?
We are waiting for you!

Personal Data collected by AUBAY PORTUGAL as Data Controller, regarding the identification, contact and professional capabilities of the candidates, in the present procedure, will be processed for the application analysis, having in consideration that the processing is conducted in order to to take the steps, at the request of the data subject, prior to entering into a contract;
Personal data sent through the present application will be kept by Aubay during the application procedure and will remain stored whilst updated (for two years period).
The collected data might be transferred or include other processing activities, as long as the data subject is informed, in the occurrence of a standard application and selection procedure, for the compliance of legal obligations for the time required by law.
For any queries or request regarding personal data protection rights, the Data Subject may contact AUBAY PORTUGAL’s headquarters in Avenida Duque D`Ávila, nº46 em Lisboa or use the DPO’s e-mail - dpo@aubay.pt. The Data Subject also has the right to file a complaint with the National Data Protection Authority – www.cnpd.pt.
(please do not include data regarding racial or ethnical origins, political opinions, religion, philosophy, biometrical data, health data, sexual life and orientation, or relating to criminal convictions and offences.)

Experience required 4 > Current Experience 3. Skipping this job!
",Skipped,Not Available
4341593380,https://www.linkedin.com/jobs/view/4341593380,Pending,,2025-12-03 22:50:20.173944,Asking for Security clearance,"
Sobre a vaga
Quem somos?

AL5 Bank, em que AL5 representa a família de acionistas, atrelado ao termo Bank para denotar intrinsecamente os serviços financeiros como atividade essencial da empresa, principalmente nos meios digitais.

Sobre a vaga:
Buscamos um(a) Desenvolvedor(a) Back-End para atuar no ecossistema AL5, um ambiente de alto volume transacional e integrações complexas com parceiros bancários e financeiros.

Você fará parte de um time que desenvolve e evolui soluções de pagamentos digitais seguras, escaláveis e de alto impacto.

Responsabilidades:
Desenvolver e manter microsserviços Node.js/NestJS voltados a pagamentos digitais, onboarding e crédito;
Integrar com sistemas bancários, adquirentes e gateways.
Implementar e otimizar APIs REST e GraphQL;
Garantir boas práticas de engenharia: testes, versionamento, CI/CD e monitoramento;
Contribuir para a qualidade do código e evolução técnica do time (code review, pair programming);
Colaborar com as áreas de produto, QA e front-end para entregar soluções robustas e bem integradas.

Requisitos:
Experiência sólida com Node.js e TypeScript;
Conhecimento de frameworks modernos como NestJS ou Express;
Vivência com bancos de dados relacionais (PostgreSQL);
Experiência com APIs REST/GraphQL e boas práticas de versionamento;
Noções de AWS (ECS, RDS, CloudWatch, S3, Secrets Manager);
Familiaridade com CI/CD e containers (Docker, Bitbucket Pipelines);
Inglês técnico.

Diferenciais:
Experiência em fintechs ou instituições de pagamento;
Conhecimento em segurança de APIs (JWT, mTLS, rate-limiting, PCI DSS);
Vivência com tracing e observabilidade (CloudWatch, Sentry, Datadog).

Benefícios:
Assistência médica
Assistência odontológica
Apoio Pass
Gympass
Participação nos Lucros ou Resultados
Previdência privada
Seguro de vida
Vale-alimentação
Auxílio Creche
Licença maternidade/paternidade estendida
Kit do Conhecimento

*Nossas oportunidades são abertas para todos os profissionais, sem distinção de raça, cor, gênero, idade, crença e deficiência (PCD)*

Found ""Clearance"" or ""Polygraph"". Skipping this job!
",Skipped,Not Available
4347539808,https://www.linkedin.com/jobs/view/4347539808,Pending,,2025-12-03 22:51:39.944777,Found a Bad Word in About Job,"
Sobre a vaga
Desenvolvedor(a) Full Stack PHP/Laravel (Presencial) 

Local: Belo Horizonte/MG – presencial no escritório da Constance 

A Constance está em busca de um(a) Desenvolvedor(a) Full Stack PHP/Laravel para 
atuar presencialmente em Belo Horizonte, integrado ao time que desenvolve as 
soluções digitais da Telos, plataforma focada em tecnologia para o varejo (CRM, 
agenda, catálogo digital, cashback, omnichannel, entre outros). 

Você será uma peça-chave na evolução dos produtos digitais, trabalhando próximo às 
áreas de negócio, tecnologia e operação das lojas. 

Responsabilidades:
* Desenvolver e evoluir funcionalidades back-end em PHP/Laravel, seguindo 
boas práticas de código, segurança e performance. 
* Atuar no front-end (preferencialmente com Vue.js). 
* Criar e manter APIs REST para integração com outros sistemas (ERP, PDV, e
commerce, gateways, etc.). 
* Trabalhar com banco de dados MySQL (modelagem, consultas otimizadas, 
índices, migrações). 
* Escrever código testável e versionado em Git, com atenção à manutenção e 
escalabilidade. 
* Participar de reuniões de alinhamento com os times Constance / Telos, 
entendendo as demandas do varejo e transformando-as em soluções digitais. 
Requisitos obrigatórios 
* Experiência sólida com PHP 7/8 e Laravel. 
* Vivência prática com Laravel (rotas, controllers, Eloquent, migrations, queues, 
jobs, eventos, etc.). 
* Conhecimentos de HTML5, CSS3 e JavaScript. 
* Experiência com banco de dados relacional, preferencialmente MySQL. 
* Uso diário de Git (branching, pull requests, code review). 
* Perfil mão na massa, organizado(a), com boa comunicação e capacidade de 
trabalho em equipe. 


Disponibilidade para trabalho 100% presencial em Belo Horizonte/MG. 

Regime: CLT. 
Remuneração: salário compatível com o mercado e com a senioridade.

Contains bad word ""PHP"". Skipping this job!
",Skipped,Not Available
